Words			Original Roots		Predicted roots
قبول		قبول			قبول
کرنے		کر			کر
سے		سے			سے
انکار		انکار			انکارہ
کیا		کر			کر
ہے		ہے			ہے
۔		۔			۔
مرکزی		مرکزی			مرکزی
حکومت		حکومت			حکومت
کی		کا			کا
طرف		طرف			طرف
سے		سے			سے
جیٹاپور		جیٹاپور			جیٹاپور
نیوکلیر		نیوکلیر			نیوکلیری
پراجکٹ		پراجکٹ			پراجکٹ
کی		کا			کا
تعمیر		تعمیر			تعمیر
جاری		جاری			جاری
رکھنے		رکھ			رکھھ
کے		کا			کا
فیصلہ		فیصلہ			فیصلہی
کے		کے			کا
بعد		بعد			بعد
شیو		شیو			شیو
سینا		سینا			سینا
اور		اور			اور
دوسری		دوسرا			دوسری
تنظیمیں		تنظیم			تنظیم
مقامی		مقامی			مقامی
عوام		عوام			عوام
سے		سے			سے
مشاورت		مشاورت			مشاورت
کے		کے			کا
ذریعہ		ذریعہ			ذریعہہہہہہہ
مستقبل		مستقبل			مستقبلللل
کے		کا			کا
احتجاجی		احتجاجی			احتجاجی
پروگرام		پروگرام			پروگرام
کو		کو			کو
قطعیت		قطعیت			قطعیتیح
دینے		دے			دے
والی		والا			والا
ہےں		ہے			ہے
۔		۔			۔
جیٹاپور		جیٹاپور			جیٹاپور
نیوکلیر		نیوکلیر			نیوکلیری
پاور		پاور			پاور
پراجکٹ		پراجکٹ			پراجکٹ
مسئلہ		مسئلہ			مسئلہہ
پر		پر			پر
کونکنی		کونکنی			کونکنی
علاقہ		علاقہ			علاقہہ
مےں		مےں			مےں
کانگریس		کانگریس			کانگریس
اور		اور			اور
شیوسینا		شیوسینا			شیوسینا
مےں		مےں			مےں
طویل		طویل			طویلی
سیاسی		سیاسی			سیاسیہ
لڑائی		لڑائی			لڑائی
چھڑے_گی		چھڑ			چھڑے
اور		اور			اور
یہ		یہ			یہ
مسئلہ		مسئلہ			مسئلہہ
آنے		آ			آ
والے		والا			والا
دنوں		دن			دن
مےں		مےں			مےں
ریاست		ریاست			ریاست
کی		کا			کا
کانگریس		کانگریس			کانگریس
,		,			,
این		این			این
سی		سی			سی
پی		پی			پی
اور		اور			اور
مرکز		مرکز			مرکز
کی		کا			کا
یو		یو			یو
پی		پی			پی
اے		اے			اے
حکومت		حکومت			حکومت
کے		کے			کا
لئے		لئے			لئے
اےک		اےک			اےک
نیا		نیا			نیا
درد		درد			درد
سر		سر			سر
بن		بن			بن
سکتا		سک			سک
ہے		ہے			ہے
۔		۔			۔
دھنباد		دھنباد			دھنباد
کے		کا			کا
مٹکوریہ		مٹکوریہ			مٹکوییہی
علاقہ		علاقہ			علاقہہ
مےں		مےں			مےں
ناجائز		ناجائز			ناجائز
قبضوں		قبضہ			قبضہ
کے		کے			کا
خلاف		خلاف			خلاف
کارروائی		کارروائی			کارروائی
کے		کے			کا
دوران		دوران			دوران
احتجاجیوں		احتجاج			احتجاجی
اور		اور			اور
پولیس		پولیس			پولیس
کے		کے			کا
درمیان		درمیان			درمیان
جھڑپ		جھڑپ			جھڑپھ
مےں		مےں			مےں
3		3			3
ہلاک		ہلاک			ہلاکک
ہو		ہو			ہو
گئے		جا			جا
جبکہ		جبکہ			جبکہی
سپرنٹنڈنٹ		سپرنٹنڈنٹ			سپرنٹنڈنٹ
پولیس		پولیس			پولیس
کے		کے			کا
بشمول		بشمول			بشمول
دیگر		دیگر			دیگری
22		22			22
افراد		فرد			فرد
زخمی		زخمی			زخمی
ہوئے		ہو			ہو
۔		۔			۔
بعض		بعض			بعض
غیرسماجی		غیرسماجی			غیرسماجی
عناصر		عنصر			عناصر
کی		کا			کا
اشتعال_انگیزی		اشتعال_انگیزی			اشتاال_ازگیزی
کے		کے			کا
باعث		باعث			باعثا
یہ		یہ			یہ
فساد		فساد			فساد
بھڑک		بھڑک			بھڑکڑڑڑڑک
اٹھا		اٹھ			اٹھ
تھا		تھا			تھا
۔		۔			۔
صورتحال		صورتحال			صورتحال
کشیدہ		کشیدہ			کشیدہی
ہونے		ہو			ہو
سے		سے			سے
حکام		حکام			حکام
نے		نے			نے
غیرمعینہ		غیرمعینہ			غیرمعہہہہ
مدت		مدت			مدت
کا		کا			کا
کرفیو		کرفیو			کرفیو
نافذ		نافذ			نافذف
کیا		کر			کر
ہے		ہے			ہے
۔		۔			۔
اےک		اےک			اےک
زخمی		زخمی			زخمی
کی		کا			کا
حالت		حالت			حالتت
تشویشناک		تشویشناک			تشویشناک
بتائی		بتا			بتا
گئی		جا			جا
ہے		ہے			ہے
۔		۔			۔
تقریباً		تقریباً			تقریباً
زخمیوں		زخمی			زخمی
مےں		مےں			مےں
بعض		بعض			بعض
کو		کو			کو
گولی		گولی			گولیو
لگنے		لگ			لگ
سے		سے			سے
زخم		زخم			زخم
آئے		آ			آ
ہیں		ہے			ہے
۔		۔			۔
غیرمجاز		غیرمجاز			غیرمجاز
تعمیرات		تعمیر			تعمیر
کے		کا			کا
انہدام		انہدام			انہدام
کو		کو			کو
روکنے		روک			روک
کے		کے			کا
لیے		لیے			لیے
مقامی		مقامی			مقامی
افراد		فرد			فرد
کی		کا			کا
مزاحمت		مزاحمت			مزاحمت
کے		کے			کا
بعد		بعد			بعد
دھنباد		دھنباد			دھنباد
مےں		مےں			مےں
تشدد		تشدد			تشدد
بھڑک		بھڑک			بھڑکڑڑڑڑک
اٹھا		اٹھ			اٹھ
تھا		تھا			تھا
۔		۔			۔
امریکی		امریکی			امریکی
جیلوں		جیل			جیل
مےں		مےں			مےں
انسانی		انسانی			انسانی
حقوق		حق			حق
کی		کا			کا
بدترین		بدترین			بدترین
اور		اور			اور
بھیانک		بھیانک			بھیانک
خلافورزیوں		خلافورزی			خلافورز
کا		کا			کا
نوٹ		نوٹ			نوٹ
لیے		لے			لیے
بغیر		بغیر			بغیر
عالمی		عالمی			عالمی
طاقتیں		طاقت			طاقت
مشرق		مشرق			مشرق
وسطی		وسطی			وسطیپپپپپ
اور		اور			اور
عرب		عرب			عرب
ملکوں		مُلک			ملک
مےں		مےں			مےں
انسانی		انسانی			انسانی
حقوق		حق			حق
کی		کا			کا
دہائی		دہائی			دہائیت
دے		دے			دے
کر		کر			کر
اپنے		اپنا			اپنا
اصولوں		اصول			اصولہ
کا		کا			کا
جانبدارانہ		جانبدارانہ			جانبدارہن
مظاہرہ		مظاہرہ			مظاہرہددہ
کرتی		کر			کر
ہیں		ہے			ہے
۔		۔			۔
گزشتہ		گزشتہ			گزشتہگ
زائد		زائد			زائدئ
6		6			6
سال		سال			سال
سے		سے			سے
ان		یہ			یہ
قیدیوں		قیدی			قیدی
کو		کو			کو
امریکی		امریکی			امریکی
سیکوریٹی		سیکوریٹی			سیکوریٹی
عہدیداروں		عہدیدار			عہدیدار
نے		نے			نے
کسی		کوئی			کوئییییییییییییییی
قانونی		قانونی			قانونی
کارروائی		کارروائی			کارروائی
کے		کے			کا
بغیر		بغیر			بغیر
جیل		جیل			جیلل
مےں		مےں			مےں
رکھا		رکھ			رکھ
ہے		ہے			ہے
۔		۔			۔
جس		جو			جو
مےں		مےں			مےں
زائد		زائد			زائدئ
از		از			ازی
700		700			700
فوجی		فوجی			فوجی
دستاویزات		دستاویز			دستاویز
مےں		مےں			مےں
نئی		نیا			نئی
اور		اور			اور
تفصیلی		تفصیلی			تفصیلی
معلومات		معلومات			معلومات
فراہم		فراہم			فراہمہہ
کی		کر			کا
گئی		جا			جا
ہیں		ہے			ہے
۔		۔			۔
فوجی		فوجی			فوجی
انٹلیجنس		انٹلیجنس			انٹلیجنس
عہدیداروں		عہدیدار			عہدیدار
نے		نے			نے
فروری		فروری			فروری
2002		2002			2002
سے		سے			سے
جنوری		جنوری			جنوری
2009		2009			2009
تک		تک			تک
گوانتاناموبے		گوانتاناموبے			گواناانجج
جیل		جیل			جیلل
مےں		مےں			مےں
محروسین		محروس			محروسنن
کی		کا			کا
تفصیلات		تفصیل			تفصیلی
درج		درج			درج
کی		کر			کا
ہیں		ہے			ہے
۔		۔			۔
افغانستان		افغانستان			افغانستان
کے		کے			کا
بارے		بارہ			بارہر
مےں		مےں			مےں
لکھی		لکھ			لکھیی
گئی		جا			جا
نظم		نظم			نظم
رکھنے		رکھ			رکھھ
والے		والا			والا
شہری		شہری			شہریرررر
کو		کو			کو
بھی		بھی			بھی
امریکی		امریکی			امریکی
فوج		فوج			فوج
نے		نے			نے
جیل		جیل			جیلل
مےں		مےں			مےں
ڈال		ڈال			ڈال
دیا		دے			دے
۔		۔			۔
جیل		جیل			جیلل
کے		کا			کا
ان		یہ			یہ
بےیار		بےیار			بےیارہ
و		و			و
مددگار		مددگار			مددگررہہ
قیدیوں		قیدی			قیدی
کی		کا			کا
انسانی		انسانی			انسانی
صحت		صحت			صحتف
کی		کا			کا
تفصیلات		تفصیل			تفصیلی
رونگٹے		رونگٹا			رونگٹ
کھڑے		کھڑا			کھڑائ
کر		کر			کر
دیتی		دے			دے
ہیں		ہے			ہے
۔		۔			۔
گزشتہ		گزشتہ			گزشتہگ
زائد		زائد			زائدئ
6		6			6
سال		سال			سال
سے		سے			سے
ان		یہ			یہ
قیدیوں		قیدی			قیدی
کو		کو			کو
امریکی		امریکی			امریکی
سیکوریٹی		سیکوریٹی			سیکوریٹی
عہدیداروں		عہدیدار			عہدیدار
نے		نے			نے
کسی		کوئی			کوئییییییییییییییی
قانونی		قانونی			قانونی
کارروائی		کارروائی			کارروائی
کے		کے			کا
بغیر		بغیر			بغیر
جیل		جیل			جیلل
مےں		مےں			مےں
رکھا		رکھ			رکھ
ہے		ہے			ہے
۔		۔			۔
بدنام		بدنام			بدنام
زمانہ		زمانہ			زمانہ
گوانتاناموبے		گوانتاناموبے			گواناانجج
جیل		جیل			جیلل
کا		کا			کا
قیام		قیام			قیام
امریکہ		امریکہ			امریکہے
نے		نے			نے
صرف		صرف			صرف
القاعدہ		القاعدہ			القاعدہ
کے		کا			کا
نٹ_ورک		نٹ_ورک			نٹوررر
سے		سے			سے
وابستہ		وابستہ			وابستہ
افراد		فرد			فرد
کو		کو			کو
سزا		سزا			سزا
دینے		دے			دے
کے		کے			کا
لئے		لئے			لئے
بنایا		بنا			بنا
تھا		تھا			تھا
۔		۔			۔
قیدیوں		قیدی			قیدی
کو		کو			کو
پانی		پانی			پانی
کے		کا			کا
جہاز		جہاز			جہازہ
یا		یا			یا
کشتیوں		کشتی			کشتی
کی		کا			کا
سواری		سواری			سواری
,		,			,
نیند		نیند			نیند
سے		سے			سے
محروم		محروم			محروم
رکھنے		رکھ			رکھھ
کی		کا			کا
سزا		سزا			سزا
اور		اور			اور
تیز		تیز			تیز
آواز		آواز			آواز
والی		والا			والا
موسیقی		موسیقی			موسیقی
سے		سے			سے
کان		کان			کان
پھاڑ		پھاڑ			پھاڑھھھھھ
دینے		دے			دے
والی		والا			والا
سزا		سزا			سزا
دی		دے			دے
جا		جا			جا
رہی		رہ			رہ
ہے		ہے			ہے
۔		۔			۔
انسانیت		انسانیت			انسانیت
کے		کے			کا
خلاف		خلاف			خلاف
ہونے		ہو			ہو
والی		والا			والا
اس		یہ			یہ
ناانصافی		ناانصافی			ناانصا
اور		اور			اور
غیرقانونی		غیرقانونی			غیرقانونی
حراست		حراست			حراست
پر		پر			پر
ساری		سارا			ساری
دنیا		دنیا			دنیا
کی		کا			کا
حقوق		حقوق			حق
انسانی		انسانی			انسانی
کی		کا			کا
علمبردار		علمبردار			علمبردار
تنظیمیں		تنظیم			تنظیم
خاموش		خاموش			خاموش
ہیں		ہے			ہے
۔		۔			۔
عام		عام			عام
رائے		رائے			رائے
یہی		یہ			یہییییی
ہے		ہے			ہے
کہ		کہ			کہ
امریکہ		امریکہ			امریکہے
خود		خود			خود
اپنی		اپنا			اپنا
ناکام		ناکام			ناکام
پالیسیوں		پالیسی			پالیسی
اور		اور			اور
مایوس_کن		مایوس_کن			مایوس_کن
منصوبوں		منصوبہ			منصوب
کے		کا			کا
دائرہ		دائرہ			دائرہر
مےں		مےں			مےں
مقید		مقید			مقید
ہوتا		ہو			ہو
جا		جا			جا
رہا		رہ			رہ
ہے		ہے			ہے
۔		۔			۔
اس		وہ			یہ
کی		کا			کا
گوانتاناموبے		گوانتاناموبے			گواناانجج
جیسی		جیسی			جیسییسس
غیرانسانی		غیرانسانی			غیرانسانی
جیلوں		جیل			جیل
کی		کا			کا
وجہ		وجہ			وجہ
سے		سے			سے
دنیا		دنیا			دنیا
بھر		بھر			بھر
مےں		مےں			مےں
ظلم		ظلم			ظلم
و		و			و
زیادتی		زیادتی			زیادتی
کے		کے			کا
خلاف		خلاف			خلاف
آواز		آواز			آواز
اٹھانے		اٹھا			اٹھا
کو		کو			کو
دہشت_گردی		دہشت_گردی			دہشت_گردی
کی		کا			کا
نئی		نیا			نئی
تاریخ		تاریخ			تاریخ
مرتب		مرتب			مرتبت
کرنے		کر			کر
والی		والا			والا
تنظیمیں		تنظیم			تنظیم
مجتمع		مجتمع			مجتمعم
ہو		ہو			ہو
رہی		رہ			رہ
ہیں		ہے			ہے
۔		۔			۔
القاعدہ		القاعدہ			القاعدہ
کے		کا			کا
سربراہ		سربراہ			سربراہہ
کی		کا			کا
گرفتاری		گرفتاری			گرفتاری
کی		کا			کا
صورت		صورت			صورت
مےں		مےں			مےں
نیوکلیر		نیوکلیر			نیوکلیری
حملے		حملہ			حملہ
کئے		کر			کرئ
جانے		جا			جا
کی		کا			کا
دھمکی		دھمکی			دھمکیی
کے		کے			کا
پیش		پیش			پیشش
نظر		پیش			نظر
امریکی		امریکی			امریکی
پالیسی_ساز		پالیسی_ساز			پالیسی_زی
اداروں		ادارہ			ادارہ
نے		نے			نے
اپنی		اپنا			اپنا
فوجی		فوجی			فوجی
کارروائیوں		کارروائی			کارروائی
کا		کا			کا
رخ		رخ			رخ
معصوم		معصوم			معصوم
انسانوں		انسان			انسان
کی		کا			کا
جانب		جانب			جانب
موڑ		موڑ			موڑ
کر		کر			کر
صورتحال		صورت_حال			صورتحال
مزید		مزید			مزید
بھیانک		بھیانک			بھیانک
بنا		بن			بنا
دی		دے			دے
ہے		ہے			ہے
اس		یہ			یہ
طرح		طرح			طرحر
کی		کا			کا
مفاہمانہ		مفاہمانہ			مفاممانہ
پالیسیوں		پالیسی			پالیسی
پر		پر			پر
غور		غور			غور
و		و			و
خوض		خوض			خوض
کے		کا			کا
دن		دن			دن
گذارنے		گذار			گذار
والی		والا			والا
امریکی		امریکی			امریکی
نظم		نظم			نظم
و		و			و
نسق		نسق			نسق
نے		نے			نے
اپنی		اپنا			اپنا
جیلوں		جیل			جیل
مےں		مےں			مےں
محروس		محروس			محروس
قیدیوں		قیدی			قیدی
کو		کو			کو
دی		دے			دے
جانے		جا			جا
والی		والا			والا
اذیت_ناک		اذیت_ناک			اہیت_ااکگا
سزاؤں		سزا			سزا
پر		پر			پر
کبھی		کبھی			کبھیی
غور		غور			غور
نہیں		نہیں			نہیں
کیا		کر			کر
۔		۔			۔
القاعدہ		القاعدہ			القاعدہ
سے		سے			سے
مفاہمت		مفاہمت			مفاہمت
کئے		کر			کرئ
بغیر		بغیر			بغیر
طالبان		طالبان			طالبان
سے		سے			سے
مکمل		مکمل			مکمل
صلح		صلح			صلحح
کرنے		کر			کر
اور		اور			اور
ملا		مل			ملا
عمر		عمر			عمر
کو		کو			کو
رہا		رہا			رہ
کرا		کرا			کر
کر		کر			کر
اپنی		اپنا			اپنا
